ID,mean_abs_value,zero_crossing_rate,slope_sign_changes,skewness,rms,fundamental_freq,mnf,mdf,ttp,s2,s3,s4,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,dmfcc0,dmfcc1,dmfcc2,dmfcc3,dmfcc4,dmfcc5,dmfcc6,dmfcc7,dmfcc8,dmfcc9,dmfcc10,dmfcc11,dmfcc12,ddmfcc0,ddmfcc1,ddmfcc2,ddmfcc3,ddmfcc4,ddmfcc5,ddmfcc6,ddmfcc7,ddmfcc8,ddmfcc9,ddmfcc10,ddmfcc11,ddmfcc12,jitter,shimmer
1,0.009540012815682545,81.87647058823529,150.23823529411766,0.37494513292644027,0.01434089825282638,1214.6139705882354,0.0,1524.7058823529412,2.3697332199694355e-05,0.0,0.0,0.0,-690.4687347507631,74.77835304482356,-15.764908195168266,-1.4403239418009963,-21.0823640604163,-13.92537088815215,-9.760037095965835,-6.5118917069018405,-6.7546374513967615,-7.3292574458186115,0.3183531881778168,-6.87012536927544,-1.1120288162410341,0.016414966902310618,0.011256504808331994,-0.00064844192406756,0.006659840051567531,-0.02930528636526154,-0.007502730250465023,0.012840356513542532,-0.017285877936229103,0.002364222643768824,-0.007058827935922101,0.02628127260893672,0.01768346288145999,-0.01164006355884815,0.006315457626761651,0.04522082728194743,0.00776868286071051,-0.014598218760292653,-0.015755354489179346,-0.016539264177428802,-0.008532562289645867,-0.015290987549631485,-0.015106095543307186,0.01010103339664865,0.01941393453419249,0.0009429836212496999,0.0029195925297102417,0.0009201437560282979,5.696009912620162
10,0.005963275899397598,86.6980198019802,182.61881188118812,0.3027912361982558,0.008646934720769267,1960.2413366336634,0.0,2232.2772277227723,7.706089044027694e-06,0.0,0.0,0.0,-721.6350766542175,33.599917566897815,-3.2871695437615402,9.519646009055426,-13.371923424358608,-9.970004028790417,-15.13616946724205,-4.2181893446058885,-3.5871991671640617,-11.15900857620768,-0.77086776207447,-5.328536444261621,0.7161367411845404,-0.4565445359825185,-0.16736329940793787,0.09170644405679597,0.015912476457262736,-0.010124539024534269,0.07631739834809308,0.03852898402328604,-0.021391960548432613,-0.02862072179504417,0.07583550592133259,0.14885669369944785,-0.02051787743251569,-0.05125782827170091,0.2016416941244287,0.06061106340437814,-0.1155055248733336,-0.08146406899320867,-0.05386998707899015,0.023619931181001037,0.05783474787262989,0.058859565203861514,0.027635503340300363,0.006710962236590328,-0.021865202131615333,0.04171143824331244,0.05719995502926713,0.0017078800140120755,6.151543265024447
100,0.0072584636446753675,51.15985130111524,144.38661710037175,0.6489134775007345,0.010891103888601138,792.9832713754647,0.0,1190.7806691449814,1.5214954704862136e-05,0.0,0.0,0.0,-751.3729561416536,89.8927036669716,-4.605336226631101,-0.9053190854189547,-18.80275291477493,-8.694165593421497,-4.541430922649958,-10.04417527844962,-6.901926663992365,-5.416312538561088,-6.961320769036183,-1.5872873023208933,-7.932246988013324,0.6544264212478204,0.23232885447271495,-0.13365913045928624,-0.07550493390881526,-0.027567959206390522,-0.08019860308519151,0.06220802391954978,-0.01278597793222851,-0.1752111065110257,-0.10939630672397345,-0.02196478434820371,0.007402668799571234,0.020171443544506333,0.06891650482744603,0.03544867781175387,-0.014001797916735455,-0.01315559726200573,0.03650070655754977,0.050854560454924216,0.012550294757380481,-0.018586021182550014,-0.05855004228847051,-0.007761128267121842,-0.0045518748572129725,0.024911059168032934,0.0057722390591870175,0.002138597345256994,8.115676580890634
101,0.0018431920792513264,7.866485013623978,150.31062670299727,0.6264289539477023,0.0027479247146586726,991.7404632152588,0.0,1200.8719346049047,6.573698701398282e-07,0.0,0.0,0.0,-802.5436578537984,80.96869990696692,1.0342758599114794,13.555978574693867,-22.46080164993902,-10.206818289017273,-7.992087827603935,-10.334526167204064,-1.1892987072814831,-15.657591937091254,-0.6949514860186822,-10.98114625350746,-5.1485892204124095,0.046125328601967504,0.02430570254181076,-0.06388679593427066,-0.08498093427442777,-0.08834524263608858,-0.006497051801367807,0.023164623842298445,0.0369509450633353,0.04468541558620139,-0.005879630823574096,-0.044458443169595234,-0.01998255841356996,-0.02121310626271902,0.011264187293755286,0.018274605742227036,0.033357544375308384,0.02859374479071252,-0.000158065794436388,-0.02347904845952071,-0.017017286945436486,-0.000724311148740126,-0.026117189977116404,-0.006381505058042771,-0.011859971637261817,-0.009301140958958532,-0.003133380890952318,0.0014010492783386745,5.300485816362254
102,0.00257949438726535,16.00326797385621,147.37581699346404,0.9302389925721943,0.004030886435007546,836.3970588235294,0.0,1149.9346405228757,1.680186216806842e-06,0.0,0.0,0.0,-774.866825516886,92.39896417637985,-16.08259461142407,5.544910141681841,-20.90145326527222,-15.190852016164927,-9.831322967632335,-4.486806293954178,1.9693636021762542,-7.392363806155397,-0.000960489497979146,-7.291575149146594,-3.060576132499358,-0.06402953320389464,-0.14192250818463947,-0.08148439083925556,-0.07072296663509106,0.014652302291596144,0.04687912718122573,0.07449410317070741,0.0671173719216816,0.014702457760539368,-0.026531684806190215,0.010437490551852202,-0.03340677599838174,-0.02060361513580347,0.33543147611031215,0.12660036474520758,-0.08873082758907028,0.034661633623041074,-0.03521449781954608,-0.041137933955725084,-0.07313516519972696,-0.009886231626530963,-0.012808342970494853,-0.06388240817510946,-0.023394736718574963,-0.03247649640937796,-2.912743783637235e-06,0.002054671510683876,6.71298940758677
103,0.002102900145883147,13.832167832167832,184.32867132867133,0.5689764793468958,0.0031534962536478583,1112.9079254079254,0.0,1622.7505827505827,1.3505809570346685e-06,0.0,0.0,0.0,-813.9887721550366,65.15966173648509,0.2943431408048664,6.604306325342211,-17.87959224432507,-5.419219877228543,-5.105193186068271,-2.209112139058854,-0.43112679931822967,-10.938347626666413,2.353199381635394,-6.485168979388962,-0.28795016011806973,0.027761160625094747,0.037795698542981426,0.012546756941408211,-0.027524756621881297,-0.007150019587796281,0.016989363484615338,0.028346028707710223,0.023380148147574484,0.0037493661074056548,-0.022935673088293373,-0.02575776869262339,-0.02914624655144527,-0.02087839909613618,0.013619236679726846,-0.004833007028125003,0.001421276754285054,0.01369526690815972,-0.013529186406099784,-4.262587741378922e-05,-0.010800062118045645,0.009874386325681392,-0.004806190194255584,-0.020341248758586547,0.008062789256885944,-0.016201676444193507,-0.0006585335501627695,0.00152758892082919,8.731195430558145
104,0.0023581913892358275,14.641509433962264,156.55849056603773,0.5966761437133424,0.0035226597509617056,564.1509433962265,0.0,1083.0188679245282,2.2096302661061153e-06,0.0,0.0,0.0,-858.9284111651385,90.01350772500821,1.321548313336318,3.1185735491249464,-16.764483041990182,-6.430531264275844,-5.7683221122691535,-4.5523228596068295,-0.6561867892090761,-13.0185853904568,3.1487080998340895,-5.633151428674918,-0.23252217199304212,0.09040825182944874,0.051439421114970366,-0.07876171479355379,-0.09858768120158687,-0.08184560683547339,-0.008448214869913019,0.06207565941798242,0.155986983484046,0.049452256989391055,-0.0424037758207016,-0.03605840698538945,0.010535444506546433,-0.011873876382898824,-0.039342702250504645,-0.001498928096331794,-0.01706410599711995,-0.004846981043857052,-0.010084069549989477,-0.03286950183014603,-0.0016854378650354685,0.011278748536804927,0.02413343726904445,0.02825309755055101,0.008215866722432462,0.018792037585019194,-0.0006458595442348873,0.0031767460628350066,11.11977161657292
105,0.0025584860145803695,14.507272727272728,166.13454545454545,0.5996038846741297,0.0038018527400788347,1103.6931818181818,0.0,1431.0545454545454,1.6083209811703857e-06,0.0,0.0,0.0,-788.5039171825401,80.637152329031,-2.692794027974401,2.9132784906455185,-19.180953451246197,-8.962658286136424,-8.725955792372861,-5.741999018314109,-0.25883127170474113,-13.70067696027106,-0.5476613936756388,-9.16712951039953,-0.8343680461709077,-0.11465836513241635,-0.10432488841483581,0.03216011566017784,0.018662866472045483,0.01899231772758566,-0.004981024437756512,0.01816534947655214,0.0574064897767816,0.02876683467880557,0.02154923313712114,0.021397397398408506,0.012704306972746783,-0.02625521903995336,0.02894799627434551,0.036306986093113024,0.006251113129663771,0.006672699739386169,0.005839856458631564,0.0005774425359759607,-0.01180323339254071,-0.004422860413738383,0.015882987824262687,0.0036905762505235595,-0.012129855586578,0.013684728836481133,0.014581523106766399,0.0016571274014650333,6.696325335401201
106,0.0022711675721111815,16.085470085470085,185.05128205128204,0.4541587019682501,0.0033163958335620134,1492.2542735042734,0.0,1838.7464387464388,1.2840173092235192e-06,0.0,0.0,0.0,-790.7237080680701,56.46750683726041,0.5490744834346702,2.892393282553635,-15.57815884591118,-4.7180747913704,-9.140379610268369,-7.595252963695609,1.2523080272735996,-10.013006821362813,-2.4379867579127406,-6.425215850007104,-1.5278338389389376,-0.01918860353996801,0.007977500588484716,-0.01986490435517297,0.0010435154151382038,0.03175691922200805,0.006005213086388152,-0.0007567802013261537,0.013687445117880193,0.0013953109157590618,-0.01174893999977219,-0.012838481547823691,-0.0028740532956069774,-0.04369935599847849,-0.049117425689124694,-0.03898392487199586,-0.024916853213755558,-0.03715730898196778,0.0049909980180258195,-0.025827576169298608,0.016340048153669136,0.00815267082151356,0.017607311297773123,0.025455734744653225,0.016201318101512704,0.02457402194303846,0.01347837217349442,0.001645241918613027,6.292230296459739
107,0.0016391281073699702,8.636942675159236,166.56369426751593,0.7109268104608027,0.0025124012584155165,1265.3264331210191,0.0,1464.7133757961783,9.026728106447975e-07,0.0,0.0,0.0,-803.3242713555197,79.63132836584657,-8.417742705990468,10.42589115501225,-22.810882302403964,-12.214472065048884,-6.085484553567366,-3.3632456414175995,1.0579408785427344,-16.24111816593815,-2.081846990892535,-9.218941976232847,-5.765636297825669,-0.031101590745644083,0.005257147443191692,0.017014933235018813,0.01856071833852538,0.01878876750090679,0.011970778460828058,-0.02274548436555929,-0.0008255583583687021,-0.030071217692272747,-0.008161003746688114,-0.010125838679515612,-0.004614350476183061,0.0022516754320052036,-0.02154211254746646,0.008550917992569523,0.020752353144245807,0.02759355997832987,-0.004334113903980382,0.017067633961766894,0.002702714223023238,-0.02095349603857351,-0.01907397165167755,-0.03509224428136103,0.006863311690554891,0.0166770533099015,0.0031047936923315747,0.0009268468534372816,5.928527712148838
